1617432596652,59740.75
1617432601022,59773.15
1617433209786,59850.84
1617433213263,59807.0
1617433329929,59852.31
1617433380492,59816.89
1617474788706,58904.65
1617474806956,58904.65
1617474840436,58904.65
1617513789682,58287.04
1617513794849,58279.72
1617513805950,58287.04
1617513916543,58279.72
1617515168300,58100.61
1617516168147,58168.53
1617518179434,58106.24
1617518180137,58186.93
1617518199666,58134.54
1617518215344,58106.24
1617518282970,58186.86
1617518410811,58152.45
1617518442821,58152.45
1617518529638,58186.86
1617519054469,58176.47
1617519070456,58225.93
1617519084453,58225.93
