1617432596652,46.85
1617432601022,46.65
1617433209786,46.64
1617433213263,46.44
1617433329929,46.68
1617433380492,46.53
1617474788706,44.08
1617474806956,44.08
1617474840436,44.08
1617513794849,44.3
1617513789682,44.32
1617513805950,44.32
1617513916543,44.3
1617515168300,44.0
1617516168147,43.91
1617518179434,44.2
1617518180137,44.33
1617518199666,44.24
1617518215344,44.2
1617518282970,44.28
1617518410811,44.36
1617518442821,44.36
1617518529638,44.28
1617519054469,44.24
1617519070456,44.59
1617519084453,44.59
