1617432596652,2134.74
1617432601022,2135.25
1617433209786,2137.19
1617433213263,2138.05
1617433329929,2137.72
1617433380492,2138.15
1617474788706,2069.26
1617474806956,2069.26
1617474840436,2069.26
1617513789682,2041.71
1617513794849,2041.1
1617513805950,2041.71
1617513916543,2041.1
1617515168300,2031.22
1617516168147,2036.58
1617518179434,2038.13
1617518180137,2038.75
1617518199666,2038.8
1617518215344,2038.13
1617518282970,2038.95
1617518410811,2038.87
1617518442821,2038.87
1617518529638,2038.95
1617519054469,2042.14
1617519070456,2045.04
1617519084453,2045.04
